TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
22-06-2023,24,33,27.7,80,3.6,7.2,3,180,1,C 
23-06-2023,24,33,27.2,83,14.3,7.7,2,310,1,C 
24-06-2023,23.3,32.8,26.7,87,0.4,7.7,3,200,1,C 
25-06-2023,23,32.9,25.7,86,7,8.9,4,100,1,C 
26-06-2023,21.8,32.4,25.9,-,1,6.5,2,360,0,C 
27-06-2023,22.4,33,25.9,84,-,8,4,180,1,C 
28-06-2023,22.5,33.4,26.8,78,-,9,3,70,1,C 
29-06-2023,23,32.6,26.5,85,23.5,9.2,4,360,0,C 
30-06-2023,23,33,27.1,82,16.2,8.9,3,330,0,C 
01-07-2023,24.4,32.6,26.6,85,-,7.5,3,50,1,C 
02-07-2023,22.9,32.6,26.5,80,0.6,7.8,3,50,1,C 
03-07-2023,22.8,33.2,26.8,81,0,7.2,4,340,1,C 
04-07-2023,22.5,32,26.1,81,-,7.2,2,170,0,C 
05-07-2023,22.6,33.4,26.7,80,-,5.4,5,170,1,C 
06-07-2023,23.7,29.4,25.8,90,6.6,7.6,3,290,1,C 
07-07-2023,22.6,30.8,24.8,90,-,2,3,170,1,C 
08-07-2023,22.3,31.2,25.3,88,58,4,3,180,1,C 
09-07-2023,21.8,32,26,82,20.8,5.5,5,30,1,C 
10-07-2023,22.8,32,26.5,80,-,4.2,4,50,1,C 
11-07-2023,21.8,32.4,26.1,80,-,5.6,2,180,1,C 
12-07-2023,22.6,32.9,26.8,82,-,8,4,15,1,C 
13-07-2023,22.4,31.8,26.6,80,43.6,7.8,3,270,0,C 
14-07-2023,22.7,31.2,26.1,83,0.5,8.4,4,100,1,C 
15-07-2023,23,32.6,27,79,-,7.1,4,300,1,C 
16-07-2023,22.6,33,26.7,80,-,7.4,3,360,1,C 
17-07-2023,22.6,33.1,26.7,77,4.3,8.9,3,180,1,C 
18-07-2023,21.9,32.4,26.2,74,-,9.5,5,45,1,C 
19-07-2023,21.2,33.3,26.2,72,0,10.4,4,360,1,C 
20-07-2023,20.8,32.7,25.7,72,-,9.9,2,330,0,C 
21-07-2023,-,33.4,26.7,75,-,8.7,3,5,1,C 
22-07-2023,24,32.2,27.1,74,-,6.5,3,60,1,C 
23-07-2023,-,32.7,26.6,80,8888,5.7,3,315,1,C 
24-07-2023,22,31.7,26.1,83,0,5.5,3,30,1,C 
25-07-2023,22,31.8,25.8,83,-,7.6,3,350,1,C 
26-07-2023,22.2,31.6,26.8,80,8888,5,3,5,1,C 
27-07-2023,23.5,33,26.9,78,-,4.6,3,330,1,C 
28-07-2023,21.5,32.4,26.5,77,-,7.6,3,50,1,C 
29-07-2023,22.8,32.5,26.5,74,0,8.6,4,60,1,C 
30-07-2023,23.2,32.8,26.5,73,-,4.5,4,30,1,C 
31-07-2023,21.8,32.2,-,-,0,6.3,4,360,1,C 
01-08-2023,20.4,33.2,25.7,74,-,9.4,7,30,2,C 
02-08-2023,23.2,32.9,26.9,78,0,10,2,60,0,C 
03-08-2023,23.2,33.4,26.1,85,0,2.3,3,5,1,C 
04-08-2023,22.8,34,26.5,82,20.4,6.9,4,50,0,C 
05-08-2023,22.8,32.8,26.8,76,3.9,8.9,5,340,1,C 
06-08-2023,22.6,33.2,26.6,78,-,8,3,30,1,C 
07-08-2023,22.4,32.3,26.7,80,-,8,4,320,1,C 
08-08-2023,22.5,33,27.9,74,8888,7.3,4,30,1,C 
09-08-2023,23,32.6,26.8,77,0.5,6.8,3,50,1,C 
10-08-2023,22.6,33.4,26.7,76,-,9.6,3,55,1,C 
11-08-2023,22,32.6,26.4,78,-,9.3,4,350,1,C 
12-08-2023,21.3,32,25.7,74,-,8.6,3,300,1,C 
13-08-2023,20.3,32.4,25.2,78,0,6.8,3,350,1,C 
14-08-2023,21.2,33.2,25.9,74,-,7.2,2,160,0,C 
15-08-2023,21.6,33.8,26.3,74,-,10,3,345,1,C 
16-08-2023,-,34.3,26,74,1.7,8.6,4,180,1,C 
17-08-2023,21.4,33.5,26.2,74,0,8.8,3,80,2,C 
18-08-2023,22.4,33,26.4,73,0,8.8,3,10,1,C 
19-08-2023,22,33,26.7,73,0,8,3,30,1,C 
20-08-2023,22.9,34.2,27.1,76,8888,9.9,3,340,1,C 
21-08-2023,21,33.1,26.2,75,5.8,9,5,40,1,C 
22-08-2023,21.4,32.2,25.6,77,0,7.5,3,40,1,C 
23-08-2023,22,33.2,26.6,75,-,6.4,3,350,1,C 
24-08-2023,22,-,27.2,74,-,6.6,4,60,1,C 
25-08-2023,-,34.4,27,79,-,8.5,3,330,1,C 
26-08-2023,23,33.4,27.1,78,8888,6.9,4,300,1,C 
27-08-2023,22.9,33.7,25.4,84,8888,4.8,8,180,1,C 
28-08-2023,20.6,32,25.7,81,112.4,6.2,3,30,1,C 
29-08-2023,20.8,33,26.1,72,8888,5.7,3,70,1,C 
30-08-2023,21.5,33,26,71,8888,8.6,3,185,1,C 
31-08-2023,21,33.1,26.4,72,-,9.1,6,20,2,C 
01-09-2023,21.2,33.3,26.7,68,-,9.5,6,330,1,C 
02-09-2023,22.6,33,26.8,72,0,8.4,4,360,1,C 
03-09-2023,21.4,33,26.4,68,-,7.3,3,160,1,C 
04-09-2023,21,33.4,25.8,64,0,7.3,4,350,2,C 
05-09-2023,19.8,33,25.8,66,-,8.9,4,340,1,C 
06-09-2023,19.6,34.3,-,-,-,9,4,30,1,C 
07-09-2023,21.8,-,27.1,72,-,8.8,3,60,1,C 
08-09-2023,22.2,-,26,78,27,9.1,3,70,1,C 
09-09-2023,21.5,34,26.4,77,5.6,3,4,10,1,C 
10-09-2023,21.6,32.8,26.2,72,-,8.8,6,350,2,C 
11-09-2023,21,32,26.3,72,8888,8.2,5,30,1,C 
12-09-2023,21.2,34,26.9,72,0,4.9,11,70,2,C 
13-09-2023,21.8,34,27.6,72,-,9.2,4,30,0,C 
14-09-2023,21.1,32.4,27,68,-,8.5,3,85,1,C 
15-09-2023,21.8,33.1,27,70,-,7.7,6,60,1,C 
16-09-2023,-,34,27.4,70,-,6.7,5,70,1,C 
17-09-2023,22.5,-,27.2,74,0,7.2,3,280,1,C 
18-09-2023,22.8,34.2,27.8,73,8888,8.4,4,160,2,C 
19-09-2023,24.5,32.2,26.8,81,8888,7,3,30,1,C 
20-09-2023,22.2,34,25.9,83,15.6,4.3,8,260,1,C 
21-09-2023,21.8,33.9,26.5,81,4.2,8.4,7,330,1,C 
22-09-2023,21,33.4,26.6,72,9.2,7.5,7,90,2,C 
23-09-2023,21,33.6,26.7,70,-,9.8,3,40,0,C 
24-09-2023,22,34,26.2,78,-,10,3,20,1,C 
25-09-2023,20.6,34.5,26.8,73,0.6,8.9,6,60,2,C 
26-09-2023,21.9,35.3,27.7,68,0,8.3,2,310,0,C 
27-09-2023,21,-,27.1,64,-,9,5,50,2,C 
28-09-2023,21.2,35,27.3,65,0,9.2,10,90,3,C 
29-09-2023,21,35.8,27.9,64,-,10.1,4,60,1,C 
30-09-2023,22.3,34.6,27,70,-,10,10,216,1,C 
01-10-2023,22,34.3,27.2,78,25.1,8.6,4,330,1,C 
02-10-2023,22,33.4,27,74,0,8.3,4,140,1,C 
03-10-2023,22.6,34.4,27.3,72,0.2,9.9,4,10,0,C 
04-10-2023,23.2,34.8,27.5,72,-,8.4,3,350,1,C 
05-10-2023,23.3,34.5,27.8,77,-,9.9,6,20,2,C 
06-10-2023,22.2,33.8,27.1,76,-,9,4,230,1,C 
07-10-2023,22.7,34.1,27.6,77,7,7.6,4,45,0,C 
08-10-2023,22.6,34.4,28,71,-,8.8,4,10,1,C 
09-10-2023,23.5,34.2,28.2,72,-,8,5,80,1,C 
10-10-2023,24.8,34.5,28.2,74,-,7.5,5,50,1,C 
11-10-2023,24.4,34.1,28.3,73,2.5,6.4,7,260,1,C 
12-10-2023,23.6,34.2,28.3,73,8888,3.2,2,12,1,C 
13-10-2023,23.8,34.8,27.7,74,-,5.4,5,40,2,C 
14-10-2023,23.8,34.2,27.2,78,-,7.5,3,200,1,C 
15-10-2023,23.6,34.5,28.1,74,4.2,6.5,4,8,2,C 
16-10-2023,22.4,36,28.9,69,0,5,4,350,1,C 
17-10-2023,24.4,36,29.3,66,1,7.4,5,50,1,C 
18-10-2023,22.6,36,28.3,65,-,8.2,5,60,1,C 
19-10-2023,21.6,34.4,27.5,70,-,8.4,7,70,2,C 
20-10-2023,24,35.4,27.7,74,-,10.3,6,320,1,C 
21-10-2023,23.8,35.1,27.1,81,0.5,6.9,5,350,1,C 
22-10-2023,24.4,34.6,28.1,77,5.3,6.3,4,95,1,C 
24-10-2023,22.8,35.2,27,74,-,6.8,6,250,1,C 
25-10-2023,23.3,33.9,26.3,84,2.2,6.5,10,220,1,C 
26-10-2023,22.7,35,27,83,44.5,5.7,10,90,1,C 
27-10-2023,22.7,34.7,27.6,80,9.6,7.2,6,65,0,C 
28-10-2023,22.8,35,28.4,66,8888,8.3,6,100,1,C 
29-10-2023,22,35.5,27.8,67,-,10,6,45,1,C 
30-10-2023,21.9,35.2,28.7,70,-,10,3,60,1,C 
31-10-2023,24.2,35.2,26.9,81,-,9.4,14,200,2,C 
01-11-2023,22.6,34.2,26.1,86,78.6,7.7,6,70,1,C 
02-11-2023,22.8,33.2,26.9,84,68.9,6.5,10,300,1,C 
03-11-2023,23.6,34,26.6,84,9.2,7,5,90,1,C 
04-11-2023,22.4,33.2,26.1,87,74.2,7.9,9,280,1,C 
05-11-2023,23,31.5,25.6,90,109,4,9,360,2,C 
06-11-2023,23,34,27.8,81,14.7,3.4,3,10,0,C 
07-11-2023,23.2,34,28.3,77,-,8.3,2,10,0,C 
08-11-2023,24,34.8,27.9,80,-,7.8,7,360,2,C 
09-11-2023,24,33.7,26.3,85,2.1,9.1,10,340,2,C 
10-11-2023,22.2,33.3,27.4,81,72,6.1,3,360,1,C 
11-11-2023,23.8,33.2,27,82,0.4,7.2,12,310,2,C 
12-11-2023,24,33.6,26.1,85,8.3,7.2,9,180,2,C 
13-11-2023,23.1,33.6,27.7,81,41,6.2,4,60,1,C 
14-11-2023,24.2,33.3,26.5,86,19,7.8,8,20,2,C 
15-11-2023,23.5,33.6,27.2,84,58.1,6.1,15,170,2,C 
16-11-2023,23.8,-,26.6,84,7.7,4.8,4,280,1,C 
17-11-2023,23,33.6,27.2,86,37.5,7.4,3,140,0,C 
18-11-2023,24.4,33.6,26.9,84,39,5.5,5,340,1,C 
19-11-2023,22.9,34.5,28.4,77,7,6.1,6,350,2,C 
20-11-2023,24.9,34,28,80,0,9.2,7,340,2,C 
21-11-2023,24.6,34,27.1,82,34.7,7.5,7,200,2,C 
22-11-2023,23.2,33.3,27.4,82,68.4,7.4,5,180,1,C 
23-11-2023,24.1,33.2,27.3,83,30.4,5.5,6,140,1,C 
24-11-2023,24.5,33.1,26.7,87,-,0,6,160,1,C 
25-11-2023,23.6,28,24.8,91,52.9,4.8,3,70,1,C 
26-11-2023,22.4,33,26.3,85,1.1,0,8,60,1,C 
27-11-2023,23.2,33.1,26,88,83,6.2,4,240,1,C 
28-11-2023,23,32.4,26.4,85,-,0,4,150,1,C 
29-11-2023,23.6,33.4,26.7,83,2.8,3.1,10,310,2,C 
30-11-2023,22.8,32.2,26.1,89,148,7.2,8,20,1,C 
01-12-2023,23.2,28,25.6,90,65.4,3.1,3,180,0,C 
02-12-2023,23.4,32.8,27.1,83,8888,0,7,250,1,C 
03-12-2023,23.6,32.4,26.4,85,3.5,6.4,5,150,1,C 
04-12-2023,23.4,33,24.9,90,55.8,4,4,180,0,C 
05-12-2023,22.4,33.1,26.9,80,8888,0,5,180,1,C 
06-12-2023,22.4,32,26.6,85,27.5,7.2,12,190,2,C 
07-12-2023,24.2,33,27.3,83,10.8,7.2,5,160,1,C 
08-12-2023,24.4,32.5,27,87,27.7,5.7,9,355,1,C 
09-12-2023,24.3,32.9,26.8,85,8,5.2,11,20,2,C 
10-12-2023,23.8,31.7,27.3,83,31.4,3.7,5,330,1,C 
11-12-2023,24,33.4,27.1,84,0.2,1.2,16,90,2,C 
12-12-2023,23.6,33.7,27.5,79,31.2,7.4,2,30,0,C 
13-12-2023,22.4,33.6,27.8,78,-,6.4,2,270,0,C 
14-12-2023,23.2,34.6,28.2,73,7.1,9.7,8,240,2,C 
15-12-2023,20,34,28.6,70,0,9.5,5,180,1,C 
16-12-2023,23,33.6,28.2,73,-,7.5,4,340,0,C 
17-12-2023,23,34,27.9,76,-,10.1,3,320,0,C 
18-12-2023,23.1,34.3,28,75,-,10,7,30,2,C 
19-12-2023,22.5,35.4,27.9,66,-,8.6,8,140,2,C 
20-12-2023,21.2,35.2,27.3,64,0,7.5,4,300,1,C 
21-12-2023,19.5,34.4,27.6,67,-,10.6,6,330,1,C 
22-12-2023,22,33.6,28.1,70,-,9.6,2,310,0,C 
23-12-2023,22.1,34.4,28.7,72,-,8.5,7,305,2,C 
24-12-2023,24.5,34.4,27.6,81,-,6.9,6,150,2,C 
25-12-2023,23.7,31.8,27,83,73,6.1,6,360,1,C 
26-12-2023,24.3,30.9,26.6,84,8888,3.8,5,80,1,C 
27-12-2023,23.5,33.5,26.8,83,0.5,0,6,350,1,C 
28-12-2023,23,32.8,27.1,83,3.8,4.6,6,45,1,C 
29-12-2023,24.2,32.8,26.7,89,74.5,6.9,5,50,1,C 
30-12-2023,24.6,32.3,25.7,92,44.7,0,11,160,1,C 
31-12-2023,23.4,32.4,26.2,87,98.5,0.2,3,190,1,C 
