TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
10-02-2024,21.4,32.6,25.4,90,0,7,4,270,1,C 
11-02-2024,22.2,31.7,25.7,88,3.1,2.9,12,180,2,C 
12-02-2024,22.3,31.8,27.1,83,38.7,6.2,6,340,1,C 
13-02-2024,23.3,32,28.3,80,8888,5.9,5,360,1,C 
14-02-2024,23.4,30.8,27.3,86,10.1,7,8,355,1,C 
15-02-2024,24.3,31.8,26.8,89,3,0.9,4,300,1,C 
16-02-2024,24.2,30.7,26.3,91,9,3.3,9,220,2,C 
17-02-2024,24.5,30.8,25.8,91,3.6,1.6,5,20,1,C 
18-02-2024,23.5,32.1,25.9,89,14.4,3.8,13,190,2,C 
19-02-2024,23.6,32,27.1,86,3.7,5.3,8,360,2,C 
20-02-2024,23.6,-,27.3,84,8888,4.7,5,40,1,C 
21-02-2024,24,32,26.9,87,64,8,10,240,1,C 
22-02-2024,24,33.4,28.2,82,0.6,5.1,5,20,1,C 
23-02-2024,23.8,33.6,28.5,78,-,8.1,4,300,1,C 
24-02-2024,24.8,34.2,27.8,83,-,8,6,340,2,C 
25-02-2024,23.6,30.6,26.9,86,4.8,5.8,4,280,1,C 
26-02-2024,24.4,30.1,26.9,85,8888,0.4,6,270,1,C 
27-02-2024,24.1,32.2,26.9,83,-,2.3,10,360,3,C 
28-02-2024,24.2,28.9,26.2,89,1.1,6.8,3,160,0,C 
29-02-2024,24.2,28.6,24.8,93,5,0,3,230,1,C 
01-03-2024,23,32,25.7,89,3.7,1,4,280,1,C 
02-03-2024,23.2,31,25.6,94,25,5.2,10,350,2,C 
03-03-2024,23.8,31.3,25.5,91,57,3.5,15,340,2,C 
04-03-2024,22.6,31.9,26.7,86,30.4,2.6,5,20,1,C 
05-03-2024,23.6,32,26.9,88,0.7,4.3,7,340,2,C 
06-03-2024,23.6,33.4,26.6,87,0.8,3.4,18,160,1,C 
07-03-2024,23.6,32.6,26.6,88,40.2,5.4,11,150,2,C 
08-03-2024,24,30.9,26.1,88,65.2,6.3,10,240,4,SW
09-03-2024,24,27.1,25,91,18.8,2.4,8,260,1,C 
10-03-2024,23.4,31.4,26.9,88,4,0.5,4,360,1,C 
11-03-2024,24.6,29.2,26.4,90,2,0.5,8,320,2,C 
12-03-2024,23.9,30.2,26.4,86,10.7,0.8,7,335,2,C 
13-03-2024,24.2,30.4,26.2,91,10.2,3.5,7,340,1,C 
14-03-2024,24.6,28,25,92,27.3,0.5,13,180,2,C 
15-03-2024,23,30.8,24.8,90,38.6,0,4,180,1,C 
16-03-2024,23,29.6,25.2,89,13.9,0.1,7,320,2,C 
17-03-2024,23.1,28.4,24.9,91,6.9,2.2,5,250,1,C 
18-03-2024,22.3,-,26.7,82,9,1,10,260,2,C 
19-03-2024,22.2,34,27.2,71,-,5.6,8,280,2,C 
20-03-2024,20.5,34.2,27.1,72,-,9.7,4,350,1,C 
21-03-2024,20,33.9,27.8,78,-,10.1,10,340,3,C 
22-03-2024,21.8,30.7,26.9,83,8888,9.7,7,360,2,C 
23-03-2024,23,33.4,28.4,79,0,1.2,9,360,2,C 
24-03-2024,24.6,34.2,27.4,84,3.3,5.7,6,20,2,C 
25-03-2024,24,33.4,26.4,88,134,6.2,4,280,1,C 
26-03-2024,23.6,33.6,26.6,86,27.8,4.8,3,75,1,C 
27-03-2024,24.1,31.3,25.5,90,42.8,6.5,11,20,1,C 
28-03-2024,22.9,33.6,27,82,1.1,0,4,250,1,C 
29-03-2024,23.6,34.5,26.3,86,5.9,7.8,6,360,2,C 
30-03-2024,23,33.4,26.9,89,72.5,6.9,6,60,1,C 
31-03-2024,23.2,33.1,26.9,88,71.4,6.2,10,30,1,C 
01-04-2024,24.4,33.6,26.5,87,39,6.1,6,360,1,C 
02-04-2024,22.9,33.7,27.5,87,20.8,6.1,6,250,1,C 
03-04-2024,24.8,33.4,26.5,90,37.5,5.1,7,350,1,C 
04-04-2024,24.2,33,27.8,84,7.1,2.8,2,350,0,C 
05-04-2024,23.8,32.9,28.5,78,1.3,6.4,6,360,1,C 
06-04-2024,23.5,32.8,28,83,-,3.4,6,10,1,C 
07-04-2024,23.6,34.6,28,77,-,5.3,15,260,2,C 
08-04-2024,23.3,33.8,28.1,78,70.5,9.5,5,290,1,C 
09-04-2024,22.6,32.8,27.3,83,-,4.9,8,20,1,C 
10-04-2024,24,33.2,27.5,82,0,3.2,8,180,1,C 
11-04-2024,23.4,33.3,27.8,83,0.2,6.9,8,290,2,C 
12-04-2024,24,31.8,25.7,92,20.1,8.9,3,240,1,C 
13-04-2024,23.3,33.5,27.4,83,20.2,2.6,5,40,1,C 
14-04-2024,24.5,33.2,26.7,88,40.9,7.5,6,30,1,C 
15-04-2024,24,32.8,28.1,83,27.2,5.3,8,40,2,C 
16-04-2024,23.9,33,28.6,80,0,6.5,3,45,1,C 
17-04-2024,25,33.8,27.1,85,0.8,8.7,4,330,1,C 
18-04-2024,23.4,33.9,26.8,86,42.1,6.2,6,290,1,C 
19-04-2024,23.2,32.2,26.3,89,52.5,7.1,11,275,2,C 
20-04-2024,22.8,33,27.9,81,24.4,4.3,10,40,1,C 
21-04-2024,23.5,31.2,26.4,91,0,8.6,6,300,1,C 
22-04-2024,23.5,33.4,28,82,1,1,7,30,1,C 
23-04-2024,24.4,32,26.6,89,31.9,8.6,9,20,1,C 
24-04-2024,23.8,33.4,27.2,88,73,2.6,8,350,2,C 
25-04-2024,23.8,31.2,26.4,89,31,1.7,6,360,2,C 
26-04-2024,23.9,32.6,27.1,87,71.9,2.2,9,20,2,C 
27-04-2024,23.9,32.5,27.2,85,0.8,6.1,7,280,2,C 
28-04-2024,24.2,32.7,27.5,86,0,5.5,6,360,2,C 
29-04-2024,24.8,33.4,28.8,82,4,5.7,4,300,1,C 
30-04-2024,24.6,33.2,27.9,84,0.1,7.9,7,220,2,C 
01-05-2024,24.3,30.4,27.4,90,86.7,6.5,8,350,2,C 
02-05-2024,24.5,32.7,27.3,88,17.5,3,9,150,3,C 
03-05-2024,24.2,33.9,27.3,86,17.8,4.5,5,200,2,C 
04-05-2024,22.9,33.2,26.4,87,27.5,6.7,5,270,1,C 
05-05-2024,22.8,33.2,27.7,79,9.2,6.3,9,340,2,C 
06-05-2024,22.9,33.8,27.5,79,-,8.7,8,40,2,C 
07-05-2024,23,33.5,28.3,78,-,8.7,5,230,2,C 
08-05-2024,24,33.3,27.5,81,-,9.1,6,280,2,C 
09-05-2024,22.8,33.2,28.2,79,2,7.5,9,20,2,C 
10-05-2024,23,33.3,28.9,77,0.1,7.5,6,20,2,C 
11-05-2024,25.1,33.9,27.4,84,-,8.8,10,45,2,C 
12-05-2024,23,33.5,28.6,78,1.6,7.2,10,75,3,C 
13-05-2024,24.8,34,27.6,83,-,6.2,8,340,3,C 
14-05-2024,24.6,33,26.6,88,31.5,6.2,4,20,1,C 
15-05-2024,24,34,28.7,75,0.9,1,10,80,3,C 
16-05-2024,25.1,32.9,26.8,86,0.8,7.7,7,270,2,C 
17-05-2024,23,33,26.9,85,109.3,6.4,7,270,2,C 
18-05-2024,23.2,33,27.2,83,8.7,5.4,11,20,3,C 
19-05-2024,23.5,32.6,26.8,88,38.8,7.3,10,50,2,S 
20-05-2024,23.9,32.8,27.4,83,32.7,6.2,5,180,1,C 
21-05-2024,24,33,27.9,83,-,4.2,5,320,1,C 
22-05-2024,24,33.1,28.2,81,2.2,6.2,8,320,2,C 
23-05-2024,25,31.5,27,87,-,4,8,300,2,C 
24-05-2024,24.8,31.6,26.2,89,0.3,3.9,11,360,3,C 
25-05-2024,24,32.3,25.6,93,146.6,2.6,3,55,1,C 
26-05-2024,24.1,32.9,27.6,84,2.5,0,6,350,1,C 
27-05-2024,24,34.2,27.8,80,-,4.3,16,360,2,C 
28-05-2024,23.4,33.8,28.3,81,2.3,7.2,6,350,1,C 
29-05-2024,24.3,33.4,28.5,79,-,6,6,360,1,C 
30-05-2024,24.2,33.4,27.8,80,-,8.1,3,260,1,C 
31-05-2024,24.4,33.8,27.7,82,11.6,8.4,5,276,1,C 
01-06-2024,24.3,31.2,26.4,89,0.2,8.5,4,175,1,C 
02-06-2024,24,32,27.4,86,23.3,1.2,6,330,2,C 
03-06-2024,24,30.6,26.3,91,9.8,3.1,5,220,1,C 
04-06-2024,24.2,33,27,83,16.5,1,4,170,1,C 
05-06-2024,23.4,33.2,27.7,79,0.8,5.4,3,305,1,C 
06-06-2024,22.6,33.2,28.2,76,0,9.3,6,20,2,C 
07-06-2024,24.1,33.3,27.5,77,0,7.4,5,120,2,C 
08-06-2024,22.9,34.5,27.7,79,-,9.3,8,280,2,C 
09-06-2024,24,33.2,26.8,82,8888,8.8,9,360,2,C 
10-06-2024,23,33.5,27.8,80,1,8.6,5,60,2,C 
11-06-2024,24.4,32,26.3,87,18.8,9.5,4,180,1,C 
12-06-2024,23.6,31.5,25.9,86,11.2,4.3,7,220,1,C 
13-06-2024,22.8,32.4,27.4,84,32.5,5.5,3,60,1,C 
14-06-2024,24,33,27,84,0.6,6.3,4,40,1,C 
15-06-2024,23.6,33.4,27.5,83,35,7.2,8,360,2,C 
16-06-2024,24,31.5,26.7,90,0.5,6.6,6,360,2,C 
17-06-2024,23.6,32.8,27.6,83,24,2.6,8,20,2,C 
18-06-2024,23.7,31.8,26.4,85,-,7.6,5,200,1,C 
19-06-2024,22.5,33.2,27.6,78,0,2.8,7,90,2,C 
20-06-2024,23,33,27.5,72,-,8.6,9,30,2,C 
21-06-2024,22.3,33.3,27.1,79,-,9.9,8,335,2,C 
22-06-2024,23.2,32.5,27.1,78,0.6,9,6,300,2,C 
23-06-2024,21.8,33.2,27.4,72,0,7.5,10,100,2,C 
24-06-2024,21.9,33.6,28,75,-,9.4,4,60,1,C 
25-06-2024,23.4,33.4,26.1,83,-,7.6,3,355,1,C 
26-06-2024,22.6,33.7,27.6,78,5.6,2.3,4,40,1,C 
27-06-2024,23.4,32.8,26.9,84,-,8.2,3,20,1,C 
28-06-2024,23.6,33,27.2,84,4.8,7,4,80,1,C 
29-06-2024,23.6,31.8,25,90,0.5,6.6,5,175,2,C 
30-06-2024,21.8,32.1,27.4,81,38.2,3.8,6,330,1,C 
01-07-2024,22,32.2,26.5,86,-,9.4,6,205,1,C 
02-07-2024,23.3,31.5,26.4,86,12.3,8.4,7,30,2,C 
03-07-2024,23,33.2,25.6,85,-,4.9,18,210,2,C 
04-07-2024,22.4,33,25.2,89,2,7.4,5,340,1,C 
05-07-2024,23,33.2,26.2,85,28.6,4.4,12,40,3,C 
06-07-2024,23,30.3,23.4,94,3.4,0,9,350,2,C 
07-07-2024,22,30.8,26.4,84,39.3,1.6,7,360,2,C 
08-07-2024,-,33.2,-,-,-,-,11,360,2,C
09-07-2024,23.6,32,26.6,80,46,8,7,360,1,C
10-07-2024,22.9,32.2,26.2,82,-,6.7,9,45,2,C
11-07-2024,22,33.2,25.8,84,-,5.3,9,15,2,C
12-07-2024,21.8,32.7,26.7,73,2,8,7,290,2,C
13-07-2024,20,31.9,24.9,78,-,8,8,240,1,C
14-07-2024,20.5,32.1,25.2,77,-,8,4,180,1,C
15-07-2024,19.6,32,25.2,73,-,8,3,140,1,C
16-07-2024,20.9,33.3,25.8,76,-,8,7,40,2,C
17-07-2024,21.8,32,26.1,79,-,8,8,70,3,C
18-07-2024,22,33,26.7,80,0,7,12,160,2,C
19-07-2024,22.2,33,26.8,78,1,7.2,6,160,2,C
20-07-2024,22.6,33.2,26.7,77,-,8,5,330,2,C
21-07-2024,22.3,32.9,26.5,78,3,8,4,155,1,C
22-07-2024,22,33.2,26.8,76,-,8,6,110,3,C
23-07-2024,21.8,32.8,26.4,74,-,8,9,290,3,C
24-07-2024,22.4,32.4,26.1,74,-,8,10,150,3,C
25-07-2024,23.3,33.6,27,75,-,7.6,8,330,3,S
26-07-2024,23.3,33.3,27.1,77,0,6.5,8,360,2,C
27-07-2024,24,33.9,28.1,73,-,7,8,30,2,NE
28-07-2024,23.1,33.4,27.1,75,-,8,4,130,1,C
29-07-2024,22.8,33,27.1,71,8888,7.5,8,40,2,C
30-07-2024,22.8,33.8,27.3,74,-,8,4,250,1,C
31-07-2024,22.3,33.8,27.3,73,-,8,5,40,1,C
01-08-2024,22.3,34.3,25.9,85,-,8,7,172,2,C
02-08-2024,22,33,25.1,86,49,4.9,5,16,1,C
03-08-2024,23.6,32,26,86,38,6.4,6,180,2,C
04-08-2024,22,33.4,26.4,82,12,5.2,7,310,1,C
05-08-2024,22.2,32.2,26.4,79,-,7.5,11,360,3,C
06-08-2024,22.5,33.4,26.8,79,-,7.3,7,340,2,C
07-08-2024,22.4,32.5,26.4,78,-,8,9,360,3,C
08-08-2024,22.2,32,26.7,77,-,6.4,5,60,2,C
09-08-2024,22.6,33.2,27.4,76,-,3.4,12,40,3,C
10-08-2024,24.2,33.8,27.7,76,-,8,10,360,3,C
11-08-2024,24.5,33.1,27.7,76,0,6.8,12,360,3,C
12-08-2024,22.2,32.2,26.9,65,1,8,5,270,2,C
13-08-2024,20.4,33.8,26.7,71,-,8,6,355,1,C
14-08-2024,21.8,34,27,71,-,8,4,63,1,C
15-08-2024,21.6,34.1,27.1,75,-,8,8,10,2,C
16-08-2024,22.6,33.8,26.7,75,-,8,11,360,3,C
17-08-2024,23,33.4,25.3,83,8888,8,8,320,2,C
18-08-2024,22.9,34.4,27.7,75,0,4.5,11,320,3,C
19-08-2024,20.8,34.8,25.4,83,-,8,9,360,3,C
20-08-2024,22.7,33.9,27.5,76,-,8,10,10,3,C
21-08-2024,24,33.8,27.7,76,-,7.6,7,90,3,C
22-08-2024,21.6,34,27.1,76,-,7.2,8,15,3,C
23-08-2024,21.7,33.2,27,83,1,7,7,280,2,C
24-08-2024,20.4,33.3,25.5,82,5,5.9,13,360,3,W
25-08-2024,22.7,33.2,26.8,74,13,6.6,10,340,3,C
26-08-2024,22.4,33.7,27,77,-,8,13,30,3,C
27-08-2024,22.6,33.6,27,78,-,7.5,10,360,3,C
28-08-2024,22.5,33.8,26.5,74,8888,7.4,5,270,2,C
29-08-2024,23.8,33.2,27,78,1,4.8,7,10,2,C
30-08-2024,22.4,33.6,26.7,76,0,3.6,8,320,2,C
31-08-2024,22.2,33.6,27,75,3,7.9,9,20,3,C
01-09-2024,23.2,34.8,27.7,75,-,8,9,320,2,C
02-09-2024,24.6,35,27.5,79,-,6.4,5,20,2,C
03-09-2024,22.2,34,26.6,80,32,8,8,340,3,SE
04-09-2024,22.2,33.4,27.6,71,-,8,8,280,3,C
05-09-2024,23.3,32.5,26.4,82,0,7.3,7,185,2,C
06-09-2024,22.9,34.1,27.4,76,11,5.5,8,55,2,C
07-09-2024,23.4,34.6,27.7,74,-,8,7,160,2,C
08-09-2024,23.2,34.6,27.8,75,-,8,12,40,3,C
09-09-2024,23.2,32.2,25.3,88,-,8,9,190,2,C
10-09-2024,22.9,29.4,25.1,89,44,5,7,150,3,C
11-09-2024,23,32.6,26.4,83,84,7,10,20,2,C
12-09-2024,23.6,32.2,26.1,83,-,4.1,10,340,3,C
13-09-2024,21,32.4,26.2,86,84,5.5,7,330,2,S
14-09-2024,22.1,33.5,26.7,78,0,7.3,5,175,2,C
15-09-2024,22,33.7,26.9,73,-,8,9,50,3,C
16-09-2024,21.6,33.1,26.5,75,-,8,7,20,3,C
17-09-2024,22,33.5,26.4,67,-,8,10,360,3,C
18-09-2024,21.2,33.8,26.4,70,-,8,7,350,4,S
19-09-2024,21.4,33.4,27.1,70,-,8,7,270,3,C
20-09-2024,22.6,33.6,27.2,73,-,8,5,330,2,C
21-09-2024,22.4,34.6,27.1,74,-,8,10,10,3,C
22-09-2024,23.2,34.6,28.2,76,-,8,7,140,2,C
23-09-2024,24.4,32.2,27.7,82,20,8,7,360,2,C
24-09-2024,23.8,31.4,25.9,90,2,2.8,4,260,1,C
25-09-2024,23.2,33.1,26.3,81,2,1.8,7,355,2,C
26-09-2024,22,33.4,25.8,84,57,6.5,12,270,2,C
27-09-2024,22.1,33,26.6,81,5,6.2,6,40,2,C
28-09-2024,22.3,33.8,27,82,9,7.3,6,280,2,C
29-09-2024,22.4,33.8,26.4,85,43,5.1,12,30,4,S
30-09-2024,23.1,33.5,27.3,77,11,7.2,10,25,2,C
01-10-2024,22.4,34.4,27.2,77,-,7.3,11,50,3,C
02-10-2024,24,33.8,28.2,78,-,8,7,360,2,C
03-10-2024,23.8,32.8,27,85,22,8,4,20,2,C
04-10-2024,23,34,25.7,86,-,4.8,13,260,3,C
05-10-2024,22.5,32.7,25.6,88,90,7.1,15,130,3,C
06-10-2024,22.8,33.1,27.2,81,85,5.9,8,343,2,C
07-10-2024,22.6,34.2,27.4,74,-,5.1,14,25,4,C
08-10-2024,22,32.8,26.6,80,-,8,8,280,2,C
09-10-2024,22.2,33.8,27.2,82,1,4.7,9,310,2,C
10-10-2024,23.4,34.5,27.1,79,4,7.8,8,350,2,C
11-10-2024,23,33.9,27.5,79,14,8,9,10,3,C
12-10-2024,23.4,33.8,28.3,77,-,7.3,8,51,3,C
13-10-2024,20.6,32.8,27,84,-,8,9,320,2,C
14-10-2024,20.5,32.6,26,88,66,5.6,20,170,3,C
15-10-2024,23.2,33.1,25.8,89,60,6.2,9,355,2,C
16-10-2024,22.8,34.4,26.9,78,106,5.3,10,360,3,N
17-10-2024,18.6,34.6,26.2,67,-,7.9,6,345,3,S
18-10-2024,18.7,34.4,27.1,71,-,8,6,20,2,S
19-10-2024,20.1,33.8,27.6,74,-,8,6,20,2,C
20-10-2024,22.6,33.7,27.8,71,-,8,6,305,2,C
21-10-2024,22.4,35.3,27.6,69,-,8,10,295,3,C
22-10-2024,21.4,35.5,27.1,73,-,8,10,20,3,C
23-10-2024,21.4,34.9,28.7,75,-,8,5,320,1,C
24-10-2024,24.3,35,28.8,75,-,8,11,350,2,C
25-10-2024,24,33.7,28.2,79,8,7.3,8,360,2,C
26-10-2024,22.3,35.9,28.1,72,-,8,7,320,3,C
27-10-2024,22.6,34.7,28.2,75,-,8,11,360,2,C
28-10-2024,23.6,34.6,27.5,80,4,6.4,12,20,2,C
29-10-2024,22.5,35.2,27.2,83,13,7.5,10,310,2,C
30-10-2024,23.1,34.6,27.2,82,12,8,14,180,2,C
31-10-2024,23,33.7,26.2,85,10,8,17,80,3,C
01-11-2024,22.8,34.1,27.1,80,17,8,7,40,2,C
02-11-2024,23.6,33.4,27,82,-,5.2,14,80,2,C
03-11-2024,22.4,32.2,26.2,83,34,5.1,7,230,2,C
04-11-2024,22.4,31,26.4,82,29,4.1,6,255,2,C
05-11-2024,23.8,32.2,26.4,86,8,4.1,8,280,3,C
06-11-2024,22.4,31.6,26.7,80,61,6,8,60,2,C
07-11-2024,21.4,33,26.1,84,-,4.2,8,40,2,C
08-11-2024,21.6,34.1,27.8,80,71,6.3,12,60,3,C
09-11-2024,24.4,33.4,26.9,84,8888,8,21,230,3,S
10-11-2024,22.3,32.9,26.4,84,8888,5.7,5,300,1,C
11-11-2024,23.3,31.2,25.4,90,22,4.7,9,200,3,C
12-11-2024,22.2,32,26.4,86,87,2.5,9,350,3,C
13-11-2024,22.6,33.2,27.8,77,0,6.4,13,60,3,C
14-11-2024,23.8,33.3,27.5,84,-,8,7,25,2,C
15-11-2024,22.4,33.2,27.5,84,60,7.4,8,280,2,C
16-11-2024,24.6,31.6,26,93,10,4.5,16,360,2,C
17-11-2024,23.4,32.7,26.4,87,15,2.3,10,40,2,C
18-11-2024,23.5,31.8,26.1,89,15,7.1,6,160,2,C
19-11-2024,23,34,26.7,83,14,7.1,7,30,3,C
20-11-2024,22.6,33.5,26.6,83,60,8,15,320,2,C
21-11-2024,23,33.2,27.1,85,24,7.7,7,185,2,C
22-11-2024,23.9,32.8,26.7,88,16,6.9,8,180,2,C
23-11-2024,23.2,32.7,26.8,85,7,5.5,9,170,2,C
24-11-2024,24,32.5,26.6,88,4,6.4,9,295,2,C
25-11-2024,23.5,32.4,27.2,84,12,4.3,12,192,2,C
26-11-2024,24.3,33.8,27.5,81,1,4.9,8,350,1,C
27-11-2024,24,30.8,25.3,93,44,6.9,6,280,2,C
28-11-2024,22.3,32.3,26.2,86,72,3,7,150,2,C
29-11-2024,23.4,32.3,26.9,81,1,3,9,270,2,C
30-11-2024,24.2,33,27.6,79,-,2.7,6,270,2,C
01-12-2024,21.8,34,28.1,77,1,3.3,7,260,3,NE
02-12-2024,24.2,32.2,26.4,86,1,6.8,9,270,3,C
03-12-2024,22,28.7,26,85,16,2.2,10,240,2,C
04-12-2024,22.8,27.7,25,91,2,-,7,27,1,C
05-12-2024,23.1,28.8,25.1,90,4,-,13,260,4,C
06-12-2024,23.6,29,25.5,91,12,0.1,7,280,1,C
07-12-2024,23.8,30.6,26.9,88,0,-,7,50,1,C
08-12-2024,23.4,31.3,27,86,9,2.8,7,255,2,C
09-12-2024,25,28.6,24.8,96,2,1.3,3,150,1,C
10-12-2024,23,29.8,25.5,88,26,-,11,270,2,C
11-12-2024,23.4,31.9,27.1,77,28,0.6,11,270,5,W
12-12-2024,23.5,31.6,27.4,72,11,4.3,15,260,7,W
13-12-2024,25.2,32.1,28,73,8888,1.5,11,220,6,SW
14-12-2024,23.6,30.5,25.7,87,8,4.2,13,250,4,SW
15-12-2024,24,29.6,25.8,84,4,-,11,224,4,S
16-12-2024,23.6,27.2,24.8,94,1,-,7,200,2,C
17-12-2024,23.8,31.6,26.8,84,20,-,9,280,3,C
18-12-2024,23.6,31.4,25.5,90,-,2.4,12,350,3,C
19-12-2024,23.4,30.5,24.9,91,5,0.1,10,314,4,NW
20-12-2024,23.2,30.4,25.2,91,18,-,8,245,3,C
21-12-2024,23.4,30.6,26.4,88,15,2,11,287,2,C
22-12-2024,23.5,29.6,25.6,93,11,1.1,7,150,1,C
23-12-2024,23.1,30.4,25.7,89,14,1.3,9,350,1,C
24-12-2024,23.2,29.4,25.5,88,10,-,5,250,2,C
25-12-2024,23.9,29.8,25.8,90,1,-,9,260,2,C
26-12-2024,23,31.8,26.6,81,14,-,11,270,2,C
27-12-2024,22.4,32.8,26.4,84,-,0.4,8,320,2,C
28-12-2024,23.1,33.6,27.4,77,8888,1,9,20,2,C
29-12-2024,23.2,33.5,27.5,76,-,4.4,6,320,3,C
30-12-2024,23.4,30.2,25.8,81,1,2.7,19,250,4,SW
31-12-2024,23,32.6,27.1,77,1,0.5,13,310,4,C
